代码,简称,日期,复权净值(元),
008238.OF,中泰沪深300指数A,2020-12-30,1.5003,
008238.OF,中泰沪深300指数A,2020-12-31,1.5274,
008238.OF,中泰沪深300指数A,2021-01-04,1.5422,
008238.OF,中泰沪深300指数A,2021-01-05,1.5663,
008238.OF,中泰沪深300指数A,2021-01-06,1.5812,
008238.OF,中泰沪深300指数A,2021-01-07,1.6067,
008238.OF,中泰沪深300指数A,2021-01-08,1.6006,
008238.OF,中泰沪深300指数A,2021-01-11,1.5837,
008238.OF,中泰沪深300指数A,2021-01-12,1.6229,
008238.OF,中泰沪深300指数A,2021-01-13,1.6178,
008238.OF,中泰沪深300指数A,2021-01-14,1.5888,
008238.OF,中泰沪深300指数A,2021-01-15,1.5891,
008238.OF,中泰沪深300指数A,2021-01-18,1.6042,
008238.OF,中泰沪深300指数A,2021-01-19,1.5853,
008238.OF,中泰沪深300指数A,2021-01-20,1.5946,
008238.OF,中泰沪深300指数A,2021-01-21,1.617,
008238.OF,中泰沪深300指数A,2021-01-22,1.6192,
008238.OF,中泰沪深300指数A,2021-01-25,1.6344,
008238.OF,中泰沪深300指数A,2021-01-26,1.6051,
008238.OF,中泰沪深300指数A,2021-01-27,1.6065,
008238.OF,中泰沪深300指数A,2021-01-28,1.5682,
008238.OF,中泰沪深300指数A,2021-01-29,1.5628,
008238.OF,中泰沪深300指数A,2021-02-01,1.5825,
008238.OF,中泰沪深300指数A,2021-02-02,1.6061,
008238.OF,中泰沪深300指数A,2021-02-03,1.5968,
008238.OF,中泰沪深300指数A,2021-02-04,1.5964,
008238.OF,中泰沪深300指数A,2021-02-05,1.6017,
008238.OF,中泰沪深300指数A,2021-02-08,1.6218,
008238.OF,中泰沪深300指数A,2021-02-09,1.6558,
008238.OF,中泰沪深300指数A,2021-02-10,1.6873,
008238.OF,中泰沪深300指数A,2021-02-18,1.6737,
008238.OF,中泰沪深300指数A,2021-02-19,1.6833,
008238.OF,中泰沪深300指数A,2021-02-22,1.6336,
008238.OF,中泰沪深300指数A,2021-02-23,1.6294,
008238.OF,中泰沪深300指数A,2021-02-24,1.5923,
008238.OF,中泰沪深300指数A,2021-02-25,1.6004,
008238.OF,中泰沪深300指数A,2021-02-26,1.5684,
008238.OF,中泰沪深300指数A,2021-03-01,1.5865,
008238.OF,中泰沪深300指数A,2021-03-02,1.5681,
008238.OF,中泰沪深300指数A,2021-03-03,1.5995,
008238.OF,中泰沪深300指数A,2021-03-04,1.5549,
008238.OF,中泰沪深300指数A,2021-03-05,1.5498,
008238.OF,中泰沪深300指数A,2021-03-08,1.5018,
008238.OF,中泰沪深300指数A,2021-03-09,1.4723,
008238.OF,中泰沪深300指数A,2021-03-10,1.4823,
008238.OF,中泰沪深300指数A,2021-03-11,1.5202,
008238.OF,中泰沪深300指数A,2021-03-12,1.5291,
008238.OF,中泰沪深300指数A,2021-03-15,1.4979,
008238.OF,中泰沪深300指数A,2021-03-16,1.5108,
008238.OF,中泰沪深300指数A,2021-03-17,1.5153,
008238.OF,中泰沪深300指数A,2021-03-18,1.5275,
008238.OF,中泰沪深300指数A,2021-03-19,1.4912,
008238.OF,中泰沪深300指数A,2021-03-22,1.5039,
008238.OF,中泰沪深300指数A,2021-03-23,1.4938,
008238.OF,中泰沪深300指数A,2021-03-24,1.4717,
008238.OF,中泰沪深300指数A,2021-03-25,1.473,
008238.OF,中泰沪深300指数A,2021-03-26,1.5043,
008238.OF,中泰沪深300指数A,2021-03-29,1.5074,
008238.OF,中泰沪深300指数A,2021-03-30,1.5204,
008238.OF,中泰沪深300指数A,2021-03-31,1.5071,
008238.OF,中泰沪深300指数A,2021-04-01,1.5249,
008238.OF,中泰沪深300指数A,2021-04-02,1.5434,
008238.OF,中泰沪深300指数A,2021-04-06,1.5375,
008238.OF,中泰沪深300指数A,2021-04-07,1.5266,
008238.OF,中泰沪深300指数A,2021-04-08,1.5324,
008238.OF,中泰沪深300指数A,2021-04-09,1.5113,
008238.OF,中泰沪深300指数A,2021-04-12,1.4857,
008238.OF,中泰沪深300指数A,2021-04-13,1.4853,
008238.OF,中泰沪深300指数A,2021-04-14,1.4961,
008238.OF,中泰沪深300指数A,2021-04-15,1.4913,
008238.OF,中泰沪深300指数A,2021-04-16,1.4949,
008238.OF,中泰沪深300指数A,2021-04-19,1.5296,
008238.OF,中泰沪深300指数A,2021-04-20,1.5283,
008238.OF,中泰沪深300指数A,2021-04-21,1.5322,
008238.OF,中泰沪深300指数A,2021-04-22,1.5306,
008238.OF,中泰沪深300指数A,2021-04-23,1.5442,
008238.OF,中泰沪深300指数A,2021-04-26,1.5283,
008238.OF,中泰沪深300指数A,2021-04-27,1.5328,
008238.OF,中泰沪深300指数A,2021-04-28,1.5385,
008238.OF,中泰沪深300指数A,2021-04-29,1.5491,
008238.OF,中泰沪深300指数A,2021-04-30,1.5384,
008238.OF,中泰沪深300指数A,2021-05-06,1.5212,
008238.OF,中泰沪深300指数A,2021-05-07,1.5025,
008238.OF,中泰沪深300指数A,2021-05-10,1.4978,
008238.OF,中泰沪深300指数A,2021-05-11,1.505,
008238.OF,中泰沪深300指数A,2021-05-12,1.5101,
008238.OF,中泰沪深300指数A,2021-05-13,1.4924,
008238.OF,中泰沪深300指数A,2021-05-14,1.5223,
008238.OF,中泰沪深300指数A,2021-05-17,1.5481,
008238.OF,中泰沪深300指数A,2021-05-18,1.549,
008238.OF,中泰沪深300指数A,2021-05-19,1.5447,
008238.OF,中泰沪深300指数A,2021-05-20,1.5492,
008238.OF,中泰沪深300指数A,2021-05-21,1.5338,
008238.OF,中泰沪深300指数A,2021-05-24,1.5387,
008238.OF,中泰沪深300指数A,2021-05-25,1.5865,
008238.OF,中泰沪深300指数A,2021-05-26,1.5872,
008238.OF,中泰沪深300指数A,2021-05-27,1.5915,
008238.OF,中泰沪深300指数A,2021-05-28,1.5885,
008238.OF,中泰沪深300指数A,2021-05-31,1.5935,
008238.OF,中泰沪深300指数A,2021-06-01,1.5958,
008238.OF,中泰沪深300指数A,2021-06-02,1.5857,
008238.OF,中泰沪深300指数A,2021-06-03,1.5759,
008238.OF,中泰沪深300指数A,2021-06-04,1.5843,
008238.OF,中泰沪深300指数A,2021-06-07,1.5847,
008238.OF,中泰沪深300指数A,2021-06-08,1.5734,
008238.OF,中泰沪深300指数A,2021-06-09,1.5764,
008238.OF,中泰沪深300指数A,2021-06-10,1.5866,
008238.OF,中泰沪深300指数A,2021-06-11,1.576,
008238.OF,中泰沪深300指数A,2021-06-15,1.5607,
008238.OF,中泰沪深300指数A,2021-06-16,1.5396,
008238.OF,中泰沪深300指数A,2021-06-17,1.5462,
008238.OF,中泰沪深300指数A,2021-06-18,1.5468,
008238.OF,中泰沪深300指数A,2021-06-21,1.5448,
008238.OF,中泰沪深300指数A,2021-06-22,1.5547,
008238.OF,中泰沪深300指数A,2021-06-23,1.5633,
008238.OF,中泰沪深300指数A,2021-06-24,1.566,
008238.OF,中泰沪深300指数A,2021-06-25,1.5908,
008238.OF,中泰沪深300指数A,2021-06-28,1.5949,
008238.OF,中泰沪深300指数A,2021-06-29,1.5787,
008238.OF,中泰沪深300指数A,2021-06-30,1.5919,
008238.OF,中泰沪深300指数A,2021-07-01,1.5966,
008238.OF,中泰沪深300指数A,2021-07-02,1.5519,
008238.OF,中泰沪深300指数A,2021-07-05,1.5513,
008238.OF,中泰沪深300指数A,2021-07-06,1.5517,
008238.OF,中泰沪深300指数A,2021-07-07,1.5685,
008238.OF,中泰沪深300指数A,2021-07-08,1.5544,
008238.OF,中泰沪深300指数A,2021-07-09,1.5514,
008239.OF,中泰沪深300指数C,2020-10-09,1.3657,
008239.OF,中泰沪深300指数C,2020-10-12,1.4028,
008239.OF,中泰沪深300指数C,2020-10-13,1.4057,
008239.OF,中泰沪深300指数C,2020-10-14,1.3975,
008239.OF,中泰沪深300指数C,2020-10-15,1.3998,
008239.OF,中泰沪深300指数C,2020-10-16,1.3978,
008239.OF,中泰沪深300指数C,2020-10-19,1.389,
008239.OF,中泰沪深300指数C,2020-10-20,1.3998,
008239.OF,中泰沪深300指数C,2020-10-21,1.4001,
008239.OF,中泰沪深300指数C,2020-10-22,1.395,
008239.OF,中泰沪深300指数C,2020-10-23,1.3786,
008239.OF,中泰沪深300指数C,2020-10-26,1.3734,
008239.OF,中泰沪深300指数C,2020-10-27,1.3774,
008239.OF,中泰沪深300指数C,2020-10-28,1.3876,
008239.OF,中泰沪深300指数C,2020-10-29,1.401,
008239.OF,中泰沪深300指数C,2020-10-30,1.3772,
008239.OF,中泰沪深300指数C,2020-11-02,1.382,
008239.OF,中泰沪深300指数C,2020-11-03,1.3969,
008239.OF,中泰沪深300指数C,2020-11-04,1.4051,
008239.OF,中泰沪深300指数C,2020-11-05,1.4242,
008239.OF,中泰沪深300指数C,2020-11-06,1.4213,
008239.OF,中泰沪深300指数C,2020-11-09,1.4484,
008239.OF,中泰沪深300指数C,2020-11-10,1.4387,
008239.OF,中泰沪深300指数C,2020-11-11,1.4261,
008239.OF,中泰沪深300指数C,2020-11-12,1.4259,
008239.OF,中泰沪深300指数C,2020-11-13,1.4118,
008239.OF,中泰沪深300指数C,2020-11-16,1.424,
008239.OF,中泰沪深300指数C,2020-11-17,1.4204,
008239.OF,中泰沪深300指数C,2020-11-18,1.4219,
008239.OF,中泰沪深300指数C,2020-11-19,1.4323,
008239.OF,中泰沪深300指数C,2020-11-20,1.4393,
008239.OF,中泰沪深300指数C,2020-11-23,1.4581,
008239.OF,中泰沪深300指数C,2020-11-24,1.4518,
008239.OF,中泰沪深300指数C,2020-11-25,1.4337,
008239.OF,中泰沪深300指数C,2020-11-26,1.4354,
008239.OF,中泰沪深300指数C,2020-11-27,1.4516,
008239.OF,中泰沪深300指数C,2020-11-30,1.4422,
008239.OF,中泰沪深300指数C,2020-12-01,1.4707,
008239.OF,中泰沪深300指数C,2020-12-02,1.4726,
008239.OF,中泰沪深300指数C,2020-12-03,1.4691,
008239.OF,中泰沪深300指数C,2020-12-04,1.4723,
008239.OF,中泰沪深300指数C,2020-12-07,1.4622,
008239.OF,中泰沪深300指数C,2020-12-08,1.4592,
008239.OF,中泰沪深300指数C,2020-12-09,1.4423,
008239.OF,中泰沪深300指数C,2020-12-10,1.4437,
008239.OF,中泰沪深300指数C,2020-12-11,1.4291,
008239.OF,中泰沪深300指数C,2020-12-14,1.4411,
008239.OF,中泰沪深300指数C,2020-12-15,1.4445,
008239.OF,中泰沪深300指数C,2020-12-16,1.4486,
008239.OF,中泰沪深300指数C,2020-12-17,1.4658,
008239.OF,中泰沪深300指数C,2020-12-18,1.4609,
008239.OF,中泰沪深300指数C,2020-12-21,1.4773,
008239.OF,中泰沪深300指数C,2020-12-22,1.4541,
008239.OF,中泰沪深300指数C,2020-12-23,1.4672,
008239.OF,中泰沪深300指数C,2020-12-24,1.467,
008239.OF,中泰沪深300指数C,2020-12-25,1.4769,
008239.OF,中泰沪深300指数C,2020-12-28,1.4821,
008239.OF,中泰沪深300指数C,2020-12-29,1.4756,
008239.OF,中泰沪深300指数C,2020-12-30,1.4958,
008239.OF,中泰沪深300指数C,2020-12-31,1.5229,
008239.OF,中泰沪深300指数C,2021-01-04,1.5375,
008239.OF,中泰沪深300指数C,2021-01-05,1.5616,
008239.OF,中泰沪深300指数C,2021-01-06,1.5764,
008239.OF,中泰沪深300指数C,2021-01-07,1.6018,
008239.OF,中泰沪深300指数C,2021-01-08,1.5957,
008239.OF,中泰沪深300指数C,2021-01-11,1.5788,
008239.OF,中泰沪深300指数C,2021-01-12,1.6179,
008239.OF,中泰沪深300指数C,2021-01-13,1.6128,
008239.OF,中泰沪深300指数C,2021-01-14,1.5838,
008239.OF,中泰沪深300指数C,2021-01-15,1.5842,
008239.OF,中泰沪深300指数C,2021-01-18,1.5991,
008239.OF,中泰沪深300指数C,2021-01-19,1.5803,
008239.OF,中泰沪深300指数C,2021-01-20,1.5896,
008239.OF,中泰沪深300指数C,2021-01-21,1.6118,
008239.OF,中泰沪深300指数C,2021-01-22,1.614,
008239.OF,中泰沪深300指数C,2021-01-25,1.6291,
008239.OF,中泰沪深300指数C,2021-01-26,1.5998,
008239.OF,中泰沪深300指数C,2021-01-27,1.6013,
008239.OF,中泰沪深300指数C,2021-01-28,1.563,
008239.OF,中泰沪深300指数C,2021-01-29,1.5577,
008239.OF,中泰沪深300指数C,2021-02-01,1.5773,
008239.OF,中泰沪深300指数C,2021-02-02,1.6007,
008239.OF,中泰沪深300指数C,2021-02-03,1.5915,
008239.OF,中泰沪深300指数C,2021-02-04,1.5911,
008239.OF,中泰沪深300指数C,2021-02-05,1.5963,
008239.OF,中泰沪深300指数C,2021-02-08,1.6163,
008239.OF,中泰沪深300指数C,2021-02-09,1.6502,
008239.OF,中泰沪深300指数C,2021-02-10,1.6815,
008239.OF,中泰沪深300指数C,2021-02-18,1.6679,
008239.OF,中泰沪深300指数C,2021-02-19,1.6774,
008239.OF,中泰沪深300指数C,2021-02-22,1.6278,
008239.OF,中泰沪深300指数C,2021-02-23,1.6236,
008239.OF,中泰沪深300指数C,2021-02-24,1.5867,
008239.OF,中泰沪深300指数C,2021-02-25,1.5947,
008239.OF,中泰沪深300指数C,2021-02-26,1.5627,
008239.OF,中泰沪深300指数C,2021-03-01,1.5807,
008239.OF,中泰沪深300指数C,2021-03-02,1.5624,
008239.OF,中泰沪深300指数C,2021-03-03,1.5937,
008239.OF,中泰沪深300指数C,2021-03-04,1.5492,
008239.OF,中泰沪深300指数C,2021-03-05,1.5441,
008239.OF,中泰沪深300指数C,2021-03-08,1.4962,
008239.OF,中泰沪深300指数C,2021-03-09,1.4668,
008239.OF,中泰沪深300指数C,2021-03-10,1.4768,
008239.OF,中泰沪深300指数C,2021-03-11,1.5145,
008239.OF,中泰沪深300指数C,2021-03-12,1.5234,
008239.OF,中泰沪深300指数C,2021-03-15,1.4922,
008239.OF,中泰沪深300指数C,2021-03-16,1.505,
008239.OF,中泰沪深300指数C,2021-03-17,1.5096,
008239.OF,中泰沪深300指数C,2021-03-18,1.5217,
008239.OF,中泰沪深300指数C,2021-03-19,1.4855,
008239.OF,中泰沪深300指数C,2021-03-22,1.4981,
008239.OF,中泰沪深300指数C,2021-03-23,1.488,
008239.OF,中泰沪深300指数C,2021-03-24,1.4659,
008239.OF,中泰沪深300指数C,2021-03-25,1.4673,
008239.OF,中泰沪深300指数C,2021-03-26,1.4984,
008239.OF,中泰沪深300指数C,2021-03-29,1.5014,
008239.OF,中泰沪深300指数C,2021-03-30,1.5144,
008239.OF,中泰沪深300指数C,2021-03-31,1.5011,
008239.OF,中泰沪深300指数C,2021-04-01,1.5189,
008239.OF,中泰沪深300指数C,2021-04-02,1.5373,
008239.OF,中泰沪深300指数C,2021-04-06,1.5313,
008239.OF,中泰沪深300指数C,2021-04-07,1.5204,
008239.OF,中泰沪深300指数C,2021-04-08,1.5262,
008239.OF,中泰沪深300指数C,2021-04-09,1.5052,
008239.OF,中泰沪深300指数C,2021-04-12,1.4796,
008239.OF,中泰沪深300指数C,2021-04-13,1.4792,
008239.OF,中泰沪深300指数C,2021-04-14,1.4899,
008239.OF,中泰沪深300指数C,2021-04-15,1.4852,
008239.OF,中泰沪深300指数C,2021-04-16,1.4887,
008239.OF,中泰沪深300指数C,2021-04-19,1.5232,
008239.OF,中泰沪深300指数C,2021-04-20,1.522,
008239.OF,中泰沪深300指数C,2021-04-21,1.5258,
008239.OF,中泰沪深300指数C,2021-04-22,1.5241,
008239.OF,中泰沪深300指数C,2021-04-23,1.5377,
008239.OF,中泰沪深300指数C,2021-04-26,1.5218,
008239.OF,中泰沪深300指数C,2021-04-27,1.5263,
008239.OF,中泰沪深300指数C,2021-04-28,1.532,
008239.OF,中泰沪深300指数C,2021-04-29,1.5425,
008239.OF,中泰沪深300指数C,2021-04-30,1.5318,
008239.OF,中泰沪深300指数C,2021-05-06,1.5145,
008239.OF,中泰沪深300指数C,2021-05-07,1.4959,
008239.OF,中泰沪深300指数C,2021-05-10,1.4912,
008239.OF,中泰沪深300指数C,2021-05-11,1.4984,
008239.OF,中泰沪深300指数C,2021-05-12,1.5035,
008239.OF,中泰沪深300指数C,2021-05-13,1.4858,
008239.OF,中泰沪深300指数C,2021-05-14,1.5156,
008239.OF,中泰沪深300指数C,2021-05-17,1.5412,
008239.OF,中泰沪深300指数C,2021-05-18,1.5421,
008239.OF,中泰沪深300指数C,2021-05-19,1.5378,
008239.OF,中泰沪深300指数C,2021-05-20,1.5423,
008239.OF,中泰沪深300指数C,2021-05-21,1.5268,
008239.OF,中泰沪深300指数C,2021-05-24,1.5317,
008239.OF,中泰沪深300指数C,2021-05-25,1.5792,
008239.OF,中泰沪深300指数C,2021-05-26,1.5799,
008239.OF,中泰沪深300指数C,2021-05-27,1.5842,
008239.OF,中泰沪深300指数C,2021-05-28,1.5812,
008239.OF,中泰沪深300指数C,2021-05-31,1.5861,
008239.OF,中泰沪深300指数C,2021-06-01,1.5884,
008239.OF,中泰沪深300指数C,2021-06-02,1.5783,
008239.OF,中泰沪深300指数C,2021-06-03,1.5685,
008239.OF,中泰沪深300指数C,2021-06-04,1.5769,
008239.OF,中泰沪深300指数C,2021-06-07,1.5773,
008239.OF,中泰沪深300指数C,2021-06-08,1.566,
008239.OF,中泰沪深300指数C,2021-06-09,1.5689,
008239.OF,中泰沪深300指数C,2021-06-10,1.579,
008239.OF,中泰沪深300指数C,2021-06-11,1.5685,
008239.OF,中泰沪深300指数C,2021-06-15,1.5532,
008239.OF,中泰沪深300指数C,2021-06-16,1.5322,
008239.OF,中泰沪深300指数C,2021-06-17,1.5388,
008239.OF,中泰沪深300指数C,2021-06-18,1.5393,
008239.OF,中泰沪深300指数C,2021-06-21,1.5373,
008239.OF,中泰沪深300指数C,2021-06-22,1.5471,
008239.OF,中泰沪深300指数C,2021-06-23,1.5557,
008239.OF,中泰沪深300指数C,2021-06-24,1.5583,
008239.OF,中泰沪深300指数C,2021-06-25,1.583,
008239.OF,中泰沪深300指数C,2021-06-28,1.5871,
008239.OF,中泰沪深300指数C,2021-06-29,1.5709,
008239.OF,中泰沪深300指数C,2021-06-30,1.584,
008239.OF,中泰沪深300指数C,2021-07-01,1.5887,
008239.OF,中泰沪深300指数C,2021-07-02,1.5442,
008239.OF,中泰沪深300指数C,2021-07-05,1.5435,
008239.OF,中泰沪深300指数C,2021-07-06,1.5439,
008239.OF,中泰沪深300指数C,2021-07-07,1.5606,
008239.OF,中泰沪深300指数C,2021-07-08,1.5466,
008239.OF,中泰沪深300指数C,2021-07-09,1.5436,
008592.OF,天弘沪深300指数增强A,2020-10-09,1.2388,
008592.OF,天弘沪深300指数增强A,2020-10-12,1.2733,
008592.OF,天弘沪深300指数增强A,2020-10-13,1.2797,
008592.OF,天弘沪深300指数增强A,2020-10-14,1.2695,
008592.OF,天弘沪深300指数增强A,2020-10-15,1.2679,
008592.OF,天弘沪深300指数增强A,2020-10-16,1.2703,
008592.OF,天弘沪深300指数增强A,2020-10-19,1.259,
008592.OF,天弘沪深300指数增强A,2020-10-20,1.268,
008592.OF,天弘沪深300指数增强A,2020-10-21,1.2679,
008592.OF,天弘沪深300指数增强A,2020-10-22,1.2601,
008592.OF,天弘沪深300指数增强A,2020-10-23,1.2406,
008592.OF,天弘沪深300指数增强A,2020-10-26,1.2366,
008592.OF,天弘沪深300指数增强A,2020-10-27,1.2368,
008592.OF,天弘沪深300指数增强A,2020-10-28,1.2462,
008592.OF,天弘沪深300指数增强A,2020-10-29,1.2587,
008592.OF,天弘沪深300指数增强A,2020-10-30,1.2318,
008592.OF,天弘沪深300指数增强A,2020-11-02,1.2375,
008592.OF,天弘沪深300指数增强A,2020-11-03,1.2512,
008592.OF,天弘沪深300指数增强A,2020-11-04,1.261,
008592.OF,天弘沪深300指数增强A,2020-11-05,1.2773,
008592.OF,天弘沪深300指数增强A,2020-11-06,1.276,
008592.OF,天弘沪深300指数增强A,2020-11-09,1.2969,
008592.OF,天弘沪深300指数增强A,2020-11-10,1.2873,
008592.OF,天弘沪深300指数增强A,2020-11-11,1.2742,
008592.OF,天弘沪深300指数增强A,2020-11-12,1.2759,
008592.OF,天弘沪深300指数增强A,2020-11-13,1.2613,
008592.OF,天弘沪深300指数增强A,2020-11-16,1.2766,
008592.OF,天弘沪深300指数增强A,2020-11-17,1.2758,
008592.OF,天弘沪深300指数增强A,2020-11-18,1.278,
008592.OF,天弘沪深300指数增强A,2020-11-19,1.2839,
008592.OF,天弘沪深300指数增强A,2020-11-20,1.2967,
008592.OF,天弘沪深300指数增强A,2020-11-23,1.316,
008592.OF,天弘沪深300指数增强A,2020-11-24,1.3112,
008592.OF,天弘沪深300指数增强A,2020-11-25,1.296,
008592.OF,天弘沪深300指数增强A,2020-11-26,1.2976,
008592.OF,天弘沪深300指数增强A,2020-11-27,1.3113,
008592.OF,天弘沪深300指数增强A,2020-11-30,1.3097,
008592.OF,天弘沪深300指数增强A,2020-12-01,1.3339,
008592.OF,天弘沪深300指数增强A,2020-12-02,1.3327,
008592.OF,天弘沪深300指数增强A,2020-12-03,1.3294,
008592.OF,天弘沪深300指数增强A,2020-12-04,1.3312,
008592.OF,天弘沪深300指数增强A,2020-12-07,1.3186,
008592.OF,天弘沪深300指数增强A,2020-12-08,1.3162,
008592.OF,天弘沪深300指数增强A,2020-12-09,1.3021,
008592.OF,天弘沪深300指数增强A,2020-12-10,1.3018,
008592.OF,天弘沪深300指数增强A,2020-12-11,1.2917,
008592.OF,天弘沪深300指数增强A,2020-12-14,1.3011,
008592.OF,天弘沪深300指数增强A,2020-12-15,1.3045,
008592.OF,天弘沪深300指数增强A,2020-12-16,1.3087,
008592.OF,天弘沪深300指数增强A,2020-12-17,1.3287,
008592.OF,天弘沪深300指数增强A,2020-12-18,1.3302,
008592.OF,天弘沪深300指数增强A,2020-12-21,1.3448,
008592.OF,天弘沪深300指数增强A,2020-12-22,1.3202,
008592.OF,天弘沪深300指数增强A,2020-12-23,1.3363,
008592.OF,天弘沪深300指数增强A,2020-12-24,1.3386,
008592.OF,天弘沪深300指数增强A,2020-12-25,1.3518,
008592.OF,天弘沪深300指数增强A,2020-12-28,1.3644,
008592.OF,天弘沪深300指数增强A,2020-12-29,1.353,
008592.OF,天弘沪深300指数增强A,2020-12-30,1.3767,
008592.OF,天弘沪深300指数增强A,2020-12-31,1.4019,
008592.OF,天弘沪深300指数增强A,2021-01-04,1.4268,
008592.OF,天弘沪深300指数增强A,2021-01-05,1.448,
008592.OF,天弘沪深300指数增强A,2021-01-06,1.4643,
008592.OF,天弘沪深300指数增强A,2021-01-07,1.4996,
008592.OF,天弘沪深300指数增强A,2021-01-08,1.4995,
008592.OF,天弘沪深300指数增强A,2021-01-11,1.4828,
008592.OF,天弘沪深300指数增强A,2021-01-12,1.5238,
008592.OF,天弘沪深300指数增强A,2021-01-13,1.5249,
008592.OF,天弘沪深300指数增强A,2021-01-14,1.4951,
008592.OF,天弘沪深300指数增强A,2021-01-15,1.4905,
008592.OF,天弘沪深300指数增强A,2021-01-18,1.5102,
008592.OF,天弘沪深300指数增强A,2021-01-19,1.4843,
008592.OF,天弘沪深300指数增强A,2021-01-20,1.4954,
008592.OF,天弘沪深300指数增强A,2021-01-21,1.5303,
008592.OF,天弘沪深300指数增强A,2021-01-22,1.5359,
008592.OF,天弘沪深300指数增强A,2021-01-25,1.5483,
008592.OF,天弘沪深300指数增强A,2021-01-26,1.5221,
008592.OF,天弘沪深300指数增强A,2021-01-27,1.529,
008592.OF,天弘沪深300指数增强A,2021-01-28,1.487,
008592.OF,天弘沪深300指数增强A,2021-01-29,1.48,
008592.OF,天弘沪深300指数增强A,2021-02-01,1.5057,
008592.OF,天弘沪深300指数增强A,2021-02-02,1.5328,
008592.OF,天弘沪深300指数增强A,2021-02-03,1.5356,
008592.OF,天弘沪深300指数增强A,2021-02-04,1.5278,
008592.OF,天弘沪深300指数增强A,2021-02-05,1.5294,
008592.OF,天弘沪深300指数增强A,2021-02-08,1.5528,
008592.OF,天弘沪深300指数增强A,2021-02-09,1.5861,
008592.OF,天弘沪深300指数增强A,2021-02-10,1.623,
008592.OF,天弘沪深300指数增强A,2021-02-18,1.6223,
008592.OF,天弘沪深300指数增强A,2021-02-19,1.6245,
008592.OF,天弘沪深300指数增强A,2021-02-22,1.5817,
008592.OF,天弘沪深300指数增强A,2021-02-23,1.5723,
008592.OF,天弘沪深300指数增强A,2021-02-24,1.5277,
008592.OF,天弘沪深300指数增强A,2021-02-25,1.5351,
008592.OF,天弘沪深300指数增强A,2021-02-26,1.4923,
008592.OF,天弘沪深300指数增强A,2021-03-01,1.5186,
008592.OF,天弘沪深300指数增强A,2021-03-02,1.4951,
008592.OF,天弘沪深300指数增强A,2021-03-03,1.5291,
008592.OF,天弘沪深300指数增强A,2021-03-04,1.4787,
008592.OF,天弘沪深300指数增强A,2021-03-05,1.4746,
008592.OF,天弘沪深300指数增强A,2021-03-08,1.4231,
008592.OF,天弘沪深300指数增强A,2021-03-09,1.4002,
008592.OF,天弘沪深300指数增强A,2021-03-10,1.4125,
008592.OF,天弘沪深300指数增强A,2021-03-11,1.4429,
008592.OF,天弘沪深300指数增强A,2021-03-12,1.4552,
008592.OF,天弘沪深300指数增强A,2021-03-15,1.4295,
008592.OF,天弘沪深300指数增强A,2021-03-16,1.439,
008592.OF,天弘沪深300指数增强A,2021-03-17,1.452,
008592.OF,天弘沪深300指数增强A,2021-03-18,1.4655,
008592.OF,天弘沪深300指数增强A,2021-03-19,1.4288,
008592.OF,天弘沪深300指数增强A,2021-03-22,1.4439,
008592.OF,天弘沪深300指数增强A,2021-03-23,1.4204,
008592.OF,天弘沪深300指数增强A,2021-03-24,1.3909,
008592.OF,天弘沪深300指数增强A,2021-03-25,1.3904,
008592.OF,天弘沪深300指数增强A,2021-03-26,1.4233,
008592.OF,天弘沪深300指数增强A,2021-03-29,1.4218,
008592.OF,天弘沪深300指数增强A,2021-03-30,1.4345,
008592.OF,天弘沪深300指数增强A,2021-03-31,1.4261,
008592.OF,天弘沪深300指数增强A,2021-04-01,1.443,
008592.OF,天弘沪深300指数增强A,2021-04-02,1.4546,
008592.OF,天弘沪深300指数增强A,2021-04-06,1.452,
008592.OF,天弘沪深300指数增强A,2021-04-07,1.4517,
008592.OF,天弘沪深300指数增强A,2021-04-08,1.4538,
008592.OF,天弘沪深300指数增强A,2021-04-09,1.4396,
008592.OF,天弘沪深300指数增强A,2021-04-12,1.4092,
008592.OF,天弘沪深300指数增强A,2021-04-13,1.4055,
008592.OF,天弘沪深300指数增强A,2021-04-14,1.4206,
008592.OF,天弘沪深300指数增强A,2021-04-15,1.4145,
008592.OF,天弘沪深300指数增强A,2021-04-16,1.4188,
008592.OF,天弘沪深300指数增强A,2021-04-19,1.4536,
008592.OF,天弘沪深300指数增强A,2021-04-20,1.4532,
008592.OF,天弘沪深300指数增强A,2021-04-21,1.4565,
008592.OF,天弘沪深300指数增强A,2021-04-22,1.4542,
008592.OF,天弘沪深300指数增强A,2021-04-23,1.4679,
008592.OF,天弘沪深300指数增强A,2021-04-26,1.4553,
008592.OF,天弘沪深300指数增强A,2021-04-27,1.4598,
008592.OF,天弘沪深300指数增强A,2021-04-28,1.4714,
008592.OF,天弘沪深300指数增强A,2021-04-29,1.4823,
008592.OF,天弘沪深300指数增强A,2021-04-30,1.4722,
008592.OF,天弘沪深300指数增强A,2021-05-06,1.4561,
008592.OF,天弘沪深300指数增强A,2021-05-07,1.4423,
008592.OF,天弘沪深300指数增强A,2021-05-10,1.4428,
008592.OF,天弘沪深300指数增强A,2021-05-11,1.4407,
008592.OF,天弘沪深300指数增强A,2021-05-12,1.447,
008592.OF,天弘沪深300指数增强A,2021-05-13,1.4238,
